names	scores	logfoldchanges	pvals	pvals_adj
Cd8b1	0.24158958	23.23351	0.8090981970032031	1.0
Gm22574	0.24158958	23.200148	0.8090981970032031	1.0
2210017I01Rik	0.24158958	23.372364	0.8090981970032031	1.0
Slc17a9	0.24158958	23.157036	0.8090981970032031	1.0
Rdh5	0.24158958	22.791117	0.8090981970032031	1.0
2610203C22Rik	0.24158958	23.03141	0.8090981970032031	1.0
Nipal3	0.24158958	23.32726	0.8090981970032031	1.0
Gm25313	0.24158958	23.232271	0.8090981970032031	1.0
Zmynd15	0.24158958	23.311697	0.8090981970032031	1.0
Vax2	0.24158958	23.329712	0.8090981970032031	1.0
Srcap	0.24158958	23.083008	0.8090981970032031	1.0
Ighmbp2	0.24158958	23.264484	0.8090981970032031	1.0
Gm5424	0.24158958	23.135662	0.8090981970032031	1.0
Nudt7	0.24158958	23.0662	0.8090981970032031	1.0
Inpp5d	0.24158958	23.245249	0.8090981970032031	1.0
Spi1	0.24158958	23.24059	0.8090981970032031	1.0
Hnmt	0.24158958	23.34228	0.8090981970032031	1.0
AV099323	0.24158958	23.180674	0.8090981970032031	1.0
Zfp575	0.24158958	23.113007	0.8090981970032031	1.0
Scamp5	0.24158958	23.298107	0.8090981970032031	1.0
Lce3f	0.24158958	23.199318	0.8090981970032031	1.0
Lce3e	0.24158958	23.11124	0.8090981970032031	1.0
Cacnb1	0.24158958	22.98177	0.8090981970032031	1.0
Sugct	0.24158958	23.066132	0.8090981970032031	1.0
Mlh3	0.24158958	23.34541	0.8090981970032031	1.0
Sept4	0.24158958	23.568518	0.8090981970032031	1.0
Nr1h3	0.24158958	23.354492	0.8090981970032031	1.0
Gabrb2	0.24158958	23.262308	0.8090981970032031	1.0
Fcgr1	0.24158958	23.507627	0.8090981970032031	1.0
4833418N02Rik	0.24158958	22.89305	0.8090981970032031	1.0
Gm9134	0.24158958	23.25702	0.8090981970032031	1.0
Dhx35	0.24158958	23.235512	0.8090981970032031	1.0
Plb1	0.24158958	23.119242	0.8090981970032031	1.0
Mtrf1	0.24158958	23.32679	0.8090981970032031	1.0
Mlst8	0.24158958	23.097055	0.8090981970032031	1.0
Mtfr2	0.24158958	22.966978	0.8090981970032031	1.0
Oas3	0.24158958	23.228401	0.8090981970032031	1.0
Gja5	0.24158958	23.830227	0.8090981970032031	1.0
Ccdc136	0.24158958	23.194036	0.8090981970032031	1.0
Snai3	0.24158958	23.40295	0.8090981970032031	1.0
Scml2	0.24158958	23.09409	0.8090981970032031	1.0
Hist1h3g	0.24158958	23.477528	0.8090981970032031	1.0
Dnajc6	0.24158958	22.973116	0.8090981970032031	1.0
Eldr	0.24158958	23.455833	0.8090981970032031	1.0
Ccdc74a	0.24158958	23.266403	0.8090981970032031	1.0
Irs1	0.24158958	23.21255	0.8090981970032031	1.0
Zfp251	0.24158958	23.071064	0.8090981970032031	1.0
Tefm	0.24158958	22.88037	0.8090981970032031	1.0
Rps2-ps11	0.24158958	22.916967	0.8090981970032031	1.0
Intu	0.24158958	23.312897	0.8090981970032031	1.0
Gm8242	0.24158958	23.040829	0.8090981970032031	1.0
Mir7688	0.24158958	23.213484	0.8090981970032031	1.0
Daam2	0.24158958	22.694984	0.8090981970032031	1.0
Samd14	0.24158958	23.129797	0.8090981970032031	1.0
Ccr5	0.24158958	23.610756	0.8090981970032031	1.0
Insl6	0.24158958	23.08254	0.8090981970032031	1.0
Gm4596	0.24158958	23.134624	0.8090981970032031	1.0
Raver2	0.24158958	23.301289	0.8090981970032031	1.0
Letm2	0.24158958	23.544636	0.8090981970032031	1.0
Opn3	0.24158958	23.064682	0.8090981970032031	1.0
Myb	0.24158958	23.339537	0.8090981970032031	1.0
Fbln7	0.24158958	23.444618	0.8090981970032031	1.0
Ncf4	0.24158958	23.22154	0.8090981970032031	1.0
Kif26b	0.24158958	23.285727	0.8090981970032031	1.0
9530026P05Rik	0.24158958	23.205227	0.8090981970032031	1.0
Zfp39	0.24158958	23.09795	0.8090981970032031	1.0
Gpr132	0.24158958	23.200397	0.8090981970032031	1.0
Serpinb11	0.24158958	22.372055	0.8090981970032031	1.0
Bcar1	0.24134102	-0.018547	0.8092908124520279	1.0
Usb1	0.24059539	0.045905553	0.8098687280800454	1.0
Xpnpep1	0.24059539	0.038457375	0.8098687280800454	1.0
Crkl	0.24059539	0.115269385	0.8098687280800454	1.0
Tasp1	0.24059539	-0.0047975658	0.8098687280800454	1.0
Mex3d	0.24009828	0.44760522	0.8102540627879085	1.0
Plekha5	0.23984973	-0.06685211	0.8104467473949544	1.0
Ptar1	0.23984973	-0.1406794	0.8104467473949544	1.0
Spag1	0.23984973	0.6950907	0.8104467473949544	1.0
Tmx4	0.23947692	0.0405975	0.8107357958403663	1.0
Ly96	0.23885554	0.025955634	0.8112176005821238	1.0
Pcdh19	0.2381099	-0.08960554	0.8117958606551599	1.0
Npr2	0.23786135	0.308387	0.8119886368448864	1.0
Tra2a	0.23786135	0.016038522	0.8119886368448864	1.0
Lum	0.23786135	0.24922048	0.8119886368448864	1.0
Tnik	0.23736425	0.6211296	0.8123742234050071	1.0
Pik3ca	0.23723997	-0.036670372	0.8124706271578157	1.0
2010109I03Rik	0.2371157	-0.058777705	0.8125670337529257	1.0
Gm10036	0.23686714	0.11460166	0.8127598554644297	1.0
Slc25a38	0.23686714	0.58886874	0.8127598554644297	1.0
4930402H24Rik	0.2361215	0.48134935	0.8133383886680149	1.0
Cand1	0.23574868	0.03652983	0.8136276934890687	1.0
Gm15446	0.23388456	0.21695028	0.8150745982676749	1.0
Sh3bp5	0.23376028	0.05124281	0.8151710810733532	1.0
Mfsd5	0.23376028	0.044168368	0.8151710810733532	1.0
Tbc1d25	0.23289037	0.7973093	0.8158465391156372	1.0
Pepd	0.23289037	0.034040317	0.8158465391156372	1.0
Zbtb6	0.23289037	0.9502937	0.8158465391156372	1.0
Tmem230	0.23276609	0.25422543	0.8159430443051304	1.0
Upf1	0.23239326	0.45681426	0.8162325766177795	1.0
Exoc6b	0.23239326	0.30050987	0.8162325766177795	1.0
Trim30a	0.23214471	-0.04434139	0.8164256120989208	1.0
Galnt17	0.23189618	0.35350254	0.8166186587184008	1.0
Kdf1	0.23139907	0.808761	0.8170047853272391	1.0
Rfesd	0.23115052	0.680087	0.8171978652940238	1.0
Ephb3	0.23090197	0.82365763	0.817390956354	1.0
Man2c1	0.23065342	0.25742507	0.8175840584958757	1.0
Rit1_2	0.23040488	0.3586843	0.8177771717083571	1.0
Scaf8	0.23028061	-0.0650595	0.817873732462545	1.0
Plekha1	0.23015633	-0.14032248	0.8179702959801483	1.0
Fxr1	0.23003206	-0.0012303547	0.8180668622597544	1.0
Slc25a30	0.22965923	0.17603645	0.8183565776564662	1.0
Il3ra	0.22965923	0.04379124	0.8183565776564662	1.0
Trim23	0.22941068	0.69690967	0.8185497350383913	1.0
Atg4a	0.22891359	0.33645305	0.818936082833254	1.0
Loxl3	0.22866504	0.46661663	0.8191292732235779	1.0
Ace2	0.22854076	0.29357478	0.8192258725370152	1.0
Rasa3	0.22791938	0.17466876	0.8197089102303938	1.0
Dusp12	0.22791938	0.35029197	0.8197089102303938	1.0
Rapgef1	0.22767083	-0.00072070514	0.8199021444735677	1.0
Tmem141	0.22767083	0.6305336	0.8199021444735677	1.0
Colec12	0.2274223	-0.041337416	0.8200953896516641	1.0
Macrod1	0.22717375	0.5655152	0.8202886457533634	1.0
Rabepk	0.22667664	0.10527889	0.8206751906822807	1.0
Fam83f	0.22642809	0.7452987	0.820868479486849	1.0
Auts2	0.22617954	0.088162385	0.8210617791697206	1.0
Maz	0.22593099	0.18425527	0.8212550897195656	1.0
Cp	0.22580673	0.09869003	0.8213517490660621	1.0
Skint3	0.22568245	0.24702935	0.8214484111250524	1.0
Nr2f2	0.2249368	0.2567868	0.8220284403620146	1.0
Notum	0.2249368	1.2010885	0.8220284403620146	1.0
Tnfrsf11a	0.22468825	1.1484253	0.8222218050767102	1.0
Tmco3	0.22456397	-0.1073575	0.8223184914843743	1.0
Gorasp1	0.2244397	1.1343778	0.8224151805903588	1.0
Usp54	0.22419116	0.4561724	0.8226085668916165	1.0
Thap1	0.22394261	0.16853637	0.8228019639691382	1.0
Dnajc4	0.22394261	0.23597358	0.8228019639691382	1.0
Tgm5	0.22369406	0.6770304	0.8229953718115759	1.0
Tle6	0.22369406	0.671247	0.8229953718115759	1.0
Tuba1a	0.2234455	0.08550716	0.8231887904075801	1.0
Stbd1	0.22319695	0.68583465	0.8233822197457995	1.0
Amigo2	0.2229484	0.9017709	0.8235756598148805	1.0
Cklf	0.22245131	0.16842286	0.8239625721002035	1.0
Cradd	0.22220276	0.8411301	0.824156044293729	1.0
Srp54	0.22220276	0.028891528	0.824156044293729	1.0
L3hypdh	0.22170566	0.9039091	0.8245430207257014	1.0
Vsig10l	0.22145711	0.43987995	0.82473652494142	1.0
Rasa4	0.22145711	1.4057447	0.82473652494142	1.0
Zfp692	0.22120857	0.51571256	0.8249300398084713	1.0
Gm42047	0.22120857	1.4255396	0.8249300398084713	1.0
Rem2	0.22120857	0.7986708	0.8249300398084713	1.0
Tmem246	0.22096002	1.5075636	0.8251235653154865	1.0
Tm7sf2	0.22096002	1.312661	0.8251235653154865	1.0
Vps39	0.22071147	0.43990204	0.8253171014510943	1.0
Ak4	0.22046292	0.70276093	0.8255106482039218	1.0
Mllt1	0.22046292	0.09902906	0.8255106482039218	1.0
Gnpda2	0.22021437	0.28061867	0.8257042055625943	1.0
Glce	0.22009009	-0.09862051	0.8258009882155672	1.0
Dmxl2	0.21996582	1.1159366	0.825897773515735	1.0
Plcg2	0.21996582	1.3163233	0.825897773515735	1.0
Adam19	0.21971728	0.2751413	0.8260913520519652	1.0
Zfp777	0.21971728	1.3980275	0.8260913520519652	1.0
Naa40	0.21971728	1.0877655	0.8260913520519652	1.0
Nat9	0.21971728	0.598983	0.8260913520519652	1.0
Pcnx3	0.21971728	0.513644	0.8260913520519652	1.0
Gas2l3	0.21946873	0.20262581	0.8262849411599039	1.0
Abtb1	0.21946873	0.6021906	0.8262849411599039	1.0
Gmppb	0.21946873	0.96803737	0.8262849411599039	1.0
Inpp5a	0.21946873	0.38634783	0.8262849411599039	1.0
F830016B08Rik	0.21922018	1.1474583	0.826478540828169	1.0
Ms4a7	0.21922018	1.4796233	0.826478540828169	1.0
Mcoln2	0.21922018	0.43050268	0.826478540828169	1.0
Csnk1g2	0.21922018	-0.007158545	0.826478540828169	1.0
Src	0.21897162	0.36354023	0.8266721510453757	1.0
Dopey1	0.21897162	0.201883	0.8266721510453757	1.0
Tmcc2	0.21897162	0.34297064	0.8266721510453757	1.0
Hace1	0.21897162	0.008973138	0.8266721510453757	1.0
Rngtt	0.21897162	0.12245463	0.8266721510453757	1.0
Rrnad1	0.21872307	0.6182297	0.8268657718001375	1.0
Acp7	0.21872307	0.64833695	0.8268657718001375	1.0
Dact3	0.21872307	0.9458148	0.8268657718001375	1.0
Hspa12a	0.21872307	0.3155505	0.8268657718001375	1.0
Zfp820	0.21847452	0.89930606	0.8270594030810664	1.0
Akr1c14	0.21847452	1.0605204	0.8270594030810664	1.0
Fcgr3	0.21847452	3.0857217	0.8270594030810664	1.0
Hps1	0.21847452	0.8750895	0.8270594030810664	1.0
Tecpr2	0.21847452	0.8673369	0.8270594030810664	1.0
Rmnd1	0.21847452	0.9888498	0.8270594030810664	1.0
5033430I15Rik	0.21847452	2.517521	0.8270594030810664	1.0
Gm9396	0.21847452	2.9488451	0.8270594030810664	1.0
Zdhhc4	0.21835025	-0.22603902	0.827156222665284	1.0
Ntf3	0.21822599	2.6681597	0.8272530448767719	1.0
Htr2a	0.21822599	0.869452	0.8272530448767719	1.0
Kcnj2	0.21822599	2.4840155	0.8272530448767719	1.0
Fam241b	0.21822599	0.13222308	0.8272530448767719	1.0
Mib2	0.21822599	0.47478193	0.8272530448767719	1.0
Egflam	0.21822599	2.431689	0.8272530448767719	1.0
Dnmbp	0.21822599	0.044394918	0.8272530448767719	1.0
Tonsl	0.21822599	2.2422588	0.8272530448767719	1.0
Apba1	0.21822599	0.86674845	0.8272530448767719	1.0
Tpk1	0.21822599	2.2644885	0.8272530448767719	1.0
Gnpda1	0.21822599	2.0292554	0.8272530448767719	1.0
Pcdhgc3	0.21822599	0.53090453	0.8272530448767719	1.0
Lrrk2	0.21822599	0.4938536	0.8272530448767719	1.0
Arhgap18	0.21810171	0.23588859	0.8273498697141057	1.0
Tmsb15b1	0.21797743	2.1311896	0.8274466971758616	1.0
Abcb10	0.21797743	2.322136	0.8274466971758616	1.0
Prss12	0.21797743	2.3171167	0.8274466971758616	1.0
Tsga10	0.21797743	0.8867129	0.8274466971758616	1.0
Nsun5	0.21772888	0.76227844	0.8276403599669417	1.0
Gm45338	0.21772888	2.1633306	0.8276403599669417	1.0
Pdgfb	0.21772888	2.0106406	0.8276403599669417	1.0
Defb14	0.21772888	0.81121796	0.8276403599669417	1.0
Prox1	0.21772888	2.08012	0.8276403599669417	1.0
Grrp1	0.21748033	1.8424786	0.8278340332386162	1.0
Dnajc16	0.21748033	1.7611525	0.8278340332386162	1.0
Cenpv	0.21748033	1.7984797	0.8278340332386162	1.0
Cd69	0.21748033	1.8086143	0.8278340332386162	1.0
Nkg7	0.21748033	0.72404253	0.8278340332386162	1.0
Rdm1	0.21748033	-0.06409365	0.8278340332386162	1.0
4930438A08Rik	0.21748033	2.135357	0.8278340332386162	1.0
Cenpu	0.21748033	0.76287067	0.8278340332386162	1.0
Gm6444	0.21748033	0.4180573	0.8278340332386162	1.0
Gm340	0.21748033	2.1489117	0.8278340332386162	1.0
D630045J12Rik	0.21748033	2.0728729	0.8278340332386162	1.0
Gm7160	0.21723178	1.7466639	0.828027716979487	1.0
Snhg10	0.21723178	2.003148	0.828027716979487	1.0
Zfp523	0.21698323	1.5692323	0.8282214111781542	1.0
Slc35c1	0.21698323	0.7455278	0.8282214111781542	1.0
Esrra	0.21673468	1.5501063	0.8284151158232163	1.0
Fancb	0.21673468	1.5107999	0.8284151158232163	1.0
Meis1	0.21673468	1.3855596	0.8284151158232163	1.0
Nr6a1	0.21673468	1.4549707	0.8284151158232163	1.0
Prss36	0.21673468	1.3051922	0.8284151158232163	1.0
Sept6	0.21673468	0.37188274	0.8284151158232163	1.0
Gtse1	0.21673468	1.47001	0.8284151158232163	1.0
Sprtn	0.21673468	0.22443634	0.8284151158232163	1.0
Neu1	0.21673468	-0.13186556	0.8284151158232163	1.0
Als2	0.21673468	1.6960751	0.8284151158232163	1.0
Npepps	0.21673468	-0.036165457	0.8284151158232163	1.0
Gm23849	0.21648614	1.392816	0.8286088309032693	1.0
Map3k10	0.21648614	0.61325383	0.8286088309032693	1.0
Ypel4	0.21648614	1.4262689	0.8286088309032693	1.0
Ogg1	0.21648614	1.3524013	0.8286088309032693	1.0
Gstm6	0.21623759	1.2667882	0.8288025564069079	1.0
Sdc3	0.21623759	1.4373999	0.8288025564069079	1.0
Gm32089	0.21623759	1.2503017	0.8288025564069079	1.0
Col6a5	0.21623759	1.4802436	0.8288025564069079	1.0
Gdnf	0.21623759	1.5226365	0.8288025564069079	1.0
Osbpl6	0.21623759	1.2256188	0.8288025564069079	1.0
Fam219b	0.21623759	1.3475659	0.8288025564069079	1.0
1810043G02Rik	0.21623759	1.1502204	0.8288025564069079	1.0
Uba7	0.21623759	0.32240263	0.8288025564069079	1.0
Gm6142	0.21623759	1.2734207	0.8288025564069079	1.0
Hectd2	0.21623759	1.4373208	0.8288025564069079	1.0
Cxcr6	0.21623759	1.2420026	0.8288025564069079	1.0
Kat14	0.21623759	0.37242985	0.8288025564069079	1.0
Sdc2	0.21611331	0.05372108	0.828899423064007	1.0
Klhdc2	0.21598904	-0.062079187	0.8289962923227246	1.0
Rin3	0.21598904	1.4317592	0.8289962923227246	1.0
Spg11	0.21598904	0.55670714	0.8289962923227246	1.0
Fgf13	0.21598904	1.2692167	0.8289962923227246	1.0
Trpt1	0.21598904	1.1126676	0.8289962923227246	1.0
Galnt18	0.21598904	1.0406201	0.8289962923227246	1.0
Nrros	0.21598904	0.9756114	0.8289962923227246	1.0
Ankrd29	0.21598904	-0.06079547	0.8289962923227246	1.0
Zdbf2	0.21598904	1.2584516	0.8289962923227246	1.0
Tmem132e	0.21598904	1.1990615	0.8289962923227246	1.0
Rexo5	0.21598904	1.1649178	0.8289962923227246	1.0
Ifi44	0.21598904	0.5071369	0.8289962923227246	1.0
Tanc1	0.21586476	0.13475351	0.8290931641816344	1.0
Snta1	0.21574049	0.03199121	0.8291900386393101	1.0
Clec1a	0.21574049	1.0850188	0.8291900386393101	1.0
Gm12989	0.21574049	0.5180887	0.8291900386393101	1.0
Snx27	0.21574049	-0.010699331	0.8291900386393101	1.0
Zfp37	0.21574049	1.2369033	0.8291900386393101	1.0
Bloc1s5	0.21574049	1.0057894	0.8291900386393101	1.0
Abhd11os	0.21549194	0.8127842	0.829383795345253	1.0
Cenpb	0.21549194	0.008855384	0.829383795345253	1.0
Hmga2	0.21549194	0.7473716	0.829383795345253	1.0
5930403N24Rik	0.21549194	0.9288582	0.829383795345253	1.0
Farp1	0.21549194	0.027883137	0.829383795345253	1.0
Lca5	0.21549194	0.83097064	0.829383795345253	1.0
Gm8129	0.21549194	0.024982387	0.829383795345253	1.0
Nrg1	0.21549194	0.4341713	0.829383795345253	1.0
Ror1	0.21524338	0.19528015	0.8295775624291402	1.0
Rflna	0.2147463	22.746204	0.8299651276850853	1.0
Cd96	0.2147463	22.851675	0.8299651276850853	1.0
4930481A15Rik	0.2147463	23.030888	0.8299651276850853	1.0
Srms	0.2147463	23.34373	0.8299651276850853	1.0
Acot8	0.2147463	22.79606	0.8299651276850853	1.0
Dock5	0.2147463	22.673908	0.8299651276850853	1.0
Hdac11	0.2147463	23.063908	0.8299651276850853	1.0
Rpl9-ps7	0.2147463	22.698065	0.8299651276850853	1.0
Zfp961	0.2147463	23.08311	0.8299651276850853	1.0
Sh2d3c	0.2147463	23.42683	0.8299651276850853	1.0
Zc3h6	0.2147463	22.444424	0.8299651276850853	1.0
Lrfn3	0.2147463	22.832163	0.8299651276850853	1.0
Adgrg3	0.2147463	23.560034	0.8299651276850853	1.0
Trib2	0.2147463	23.127413	0.8299651276850853	1.0
Slc25a45	0.2147463	23.27874	0.8299651276850853	1.0
Zfp951	0.2147463	23.022455	0.8299651276850853	1.0
Chodl	0.2147463	23.443262	0.8299651276850853	1.0
Tbx3	0.2147463	23.00749	0.8299651276850853	1.0
Gm13033	0.2147463	22.954618	0.8299651276850853	1.0
Gm10080	0.2147463	22.866947	0.8299651276850853	1.0
Paqr3	0.2147463	22.844229	0.8299651276850853	1.0
Ngef	0.2147463	23.04125	0.8299651276850853	1.0
B330016D10Rik	0.2147463	23.3039	0.8299651276850853	1.0
Gm13196	0.2147463	22.696466	0.8299651276850853	1.0
E230016M11Rik	0.2147463	23.172306	0.8299651276850853	1.0
Bicra	0.2147463	22.922928	0.8299651276850853	1.0
Uchl4	0.2147463	22.79645	0.8299651276850853	1.0
Gm26704	0.2147463	23.502054	0.8299651276850853	1.0
4933431E20Rik	0.2147463	22.581615	0.8299651276850853	1.0
Kcnab1	0.2147463	23.03083	0.8299651276850853	1.0
Zfp30	0.2147463	22.963928	0.8299651276850853	1.0
Gm6851	0.2147463	22.498713	0.8299651276850853	1.0
Tube1	0.2147463	22.80932	0.8299651276850853	1.0
Gpr183	0.2147463	23.549437	0.8299651276850853	1.0
Zfp976	0.2147463	23.197998	0.8299651276850853	1.0
Gm6378	0.2147463	22.750624	0.8299651276850853	1.0
Sdr39u1	0.2147463	23.161077	0.8299651276850853	1.0
Zfp97	0.2147463	23.257254	0.8299651276850853	1.0
Gon4l	0.2147463	22.958017	0.8299651276850853	1.0
Susd4	0.2147463	23.111107	0.8299651276850853	1.0
1810062G17Rik	0.2147463	22.811138	0.8299651276850853	1.0
Cacna1a	0.2147463	22.700106	0.8299651276850853	1.0
Rtn4ip1	0.2147463	23.231363	0.8299651276850853	1.0
Gm5345	0.2147463	22.904129	0.8299651276850853	1.0
Prss22	0.2147463	22.887041	0.8299651276850853	1.0
AI467606	0.2147463	23.320898	0.8299651276850853	1.0
Ccdc141	0.2147463	22.922764	0.8299651276850853	1.0
Gm6485	0.2147463	22.86093	0.8299651276850853	1.0
Gm16399	0.2147463	22.797066	0.8299651276850853	1.0
Kcnj15	0.2147463	22.836262	0.8299651276850853	1.0
Pdpr	0.2147463	22.623337	0.8299651276850853	1.0
Havcr2	0.2147463	23.10077	0.8299651276850853	1.0
Rmdn2	0.2147463	-0.07371025	0.8299651276850853	1.0
Oxld1	0.2147463	22.463177	0.8299651276850853	1.0
Ddx11	0.2147463	22.689741	0.8299651276850853	1.0
Scn2a	0.2147463	23.197157	0.8299651276850853	1.0
Tmem143	0.2147463	23.01007	0.8299651276850853	1.0
Pih1d2	0.2147463	22.960548	0.8299651276850853	1.0
Hcls1	0.2147463	22.883327	0.8299651276850853	1.0
Zfp689	0.2147463	23.115734	0.8299651276850853	1.0
Gm10060	0.2147463	22.83374	0.8299651276850853	1.0
Chst2	0.2147463	22.760563	0.8299651276850853	1.0
9330020H09Rik	0.2147463	22.974314	0.8299651276850853	1.0
Lrrtm3	0.2147463	23.150433	0.8299651276850853	1.0
Hsd17b2	0.2147463	23.523514	0.8299651276850853	1.0
4732440D04Rik	0.2147463	22.894674	0.8299651276850853	1.0
C030006K11Rik	0.2147463	22.919907	0.8299651276850853	1.0
Adssl1	0.2147463	23.066717	0.8299651276850853	1.0
Tchp	0.2147463	23.351566	0.8299651276850853	1.0
Arhgef9	0.2147463	23.201746	0.8299651276850853	1.0
Lcp2	0.2147463	23.09554	0.8299651276850853	1.0
Ccdc189	0.2147463	22.86749	0.8299651276850853	1.0
2310034G01Rik	0.2147463	22.748537	0.8299651276850853	1.0
Napepld	0.2147463	22.851929	0.8299651276850853	1.0
Olfr56	0.2147463	22.68396	0.8299651276850853	1.0
Jakmip2	0.2147463	22.899672	0.8299651276850853	1.0
Gm19409	0.2147463	23.799866	0.8299651276850853	1.0
Cmbl	0.2147463	23.181223	0.8299651276850853	1.0
Slc8a1	0.2147463	23.07236	0.8299651276850853	1.0
Slc7a7	0.2147463	22.978659	0.8299651276850853	1.0
Gm4987	0.2147463	23.007246	0.8299651276850853	1.0
Oas2	0.2147463	22.596235	0.8299651276850853	1.0
Proser3	0.2147463	23.092295	0.8299651276850853	1.0
Ifnlr1	0.2147463	22.706432	0.8299651276850853	1.0
Skida1	0.2147463	22.775553	0.8299651276850853	1.0
Hmgb1-ps7	0.2147463	22.453669	0.8299651276850853	1.0
Pcdhb20	0.2147463	22.983278	0.8299651276850853	1.0
Smyd2	0.2147463	22.948275	0.8299651276850853	1.0
Npy1r	0.2147463	23.503237	0.8299651276850853	1.0
Mgarp	0.2147463	23.298008	0.8299651276850853	1.0
Ccl24	0.2147463	22.965952	0.8299651276850853	1.0
D430020J02Rik	0.2147463	22.875599	0.8299651276850853	1.0
Ppp1r3b	0.2147463	23.220446	0.8299651276850853	1.0
Gm4258	0.2147463	23.114328	0.8299651276850853	1.0
Coch	0.2147463	23.33738	0.8299651276850853	1.0
Adamts7	0.2147463	22.80135	0.8299651276850853	1.0
Ahrr	0.2147463	22.988005	0.8299651276850853	1.0
Pirb	0.2147463	23.308174	0.8299651276850853	1.0
Kif20a	0.2147463	22.787022	0.8299651276850853	1.0
Fstl3	0.2147463	22.724104	0.8299651276850853	1.0
Tarsl2	0.2147463	23.068104	0.8299651276850853	1.0
Tm4sf4	0.2147463	24.237616	0.8299651276850853	1.0
Tarbp2	0.2147463	22.743162	0.8299651276850853	1.0
Hist1h2bl	0.2147463	23.336788	0.8299651276850853	1.0
Serpina3f	0.2147463	22.821022	0.8299651276850853	1.0
Kif18b	0.2147463	23.272026	0.8299651276850853	1.0
Thumpd2	0.2147463	23.029606	0.8299651276850853	1.0
Gm10052	0.2147463	22.56916	0.8299651276850853	1.0
Clec4n	0.2147463	23.085379	0.8299651276850853	1.0
Lipt2	0.2147463	22.999233	0.8299651276850853	1.0
Zfp398	0.2147463	23.101357	0.8299651276850853	1.0
Miga1	0.2147463	23.22292	0.8299651276850853	1.0
Nol4l	0.2147463	23.000824	0.8299651276850853	1.0
Dnaaf5	0.2147463	22.821775	0.8299651276850853	1.0
A730020E08Rik	0.2147463	22.627903	0.8299651276850853	1.0
Cbx3-ps7	0.2147463	22.90321	0.8299651276850853	1.0
Cd300ld	0.2147463	23.043415	0.8299651276850853	1.0
Ccdc51	0.2147463	23.006886	0.8299651276850853	1.0
Gm10282	0.2147463	22.821987	0.8299651276850853	1.0
Mok	0.2147463	22.841454	0.8299651276850853	1.0
Gm13490	0.2147463	23.166685	0.8299651276850853	1.0
Rnf5	0.2147463	22.503736	0.8299651276850853	1.0
Trim68	0.2147463	22.97239	0.8299651276850853	1.0
Cenpo	0.2147463	23.239035	0.8299651276850853	1.0
Pla2g4e	0.2147463	22.722574	0.8299651276850853	1.0
Gm37419	0.2147463	23.105164	0.8299651276850853	1.0
Gm22107	0.2147463	23.198877	0.8299651276850853	1.0
Ppp1r16b	0.2147463	23.331959	0.8299651276850853	1.0
Krtap26-1	0.2147463	24.317078	0.8299651276850853	1.0
Ypel2	0.2142492	0.028357139	0.8303527343158026	1.0
Umad1	0.21400064	0.07734842	0.8305465531181478	1.0
Rfng	0.21400064	-0.031792413	0.8305465531181478	1.0
Rnf24	0.21362783	0.3677151	0.8308373006482681	1.0
Pde3a	0.213255	0.02471439	0.8311280713360301	1.0
Numb	0.2127579	0.11069527	0.8315158015427034	1.0
Phykpl	0.21250935	0.025379414	0.8317096820301697	1.0
Pex19	0.2122608	-0.015495223	0.8319035727584752	1.0
Adgrf4	0.2122608	0.08204956	0.8319035727584752	1.0
Kbtbd2	0.2122608	0.072228126	0.8319035727584752	1.0
Dennd6a	0.21176371	-0.0137898745	0.832291384891852	1.0
Appl1	0.21163943	-0.054049563	0.8323883443078471	1.0
Lpcat2	0.21151516	0.16171454	0.8324853062740423	1.0
Stim2	0.20977531	-0.060661316	0.8338430407704958	1.0
Tbc1d5	0.20965104	0.35903946	0.8339400408179694	1.0
Ppp2r3a	0.20815974	0.13185309	0.835104238107222	1.0
Arfgap3	0.2074141	-0.19173384	0.8356864724522027	1.0
Zfp758	0.20716555	0.18201159	0.835880570594489	1.0
Pcnx4	0.20704128	-0.17123926	0.835977623414295	1.0
Zkscan17	0.20704128	-0.052385576	0.835977623414295	1.0
Gns	0.20704128	-0.013959203	0.835977623414295	1.0
1500015O10Rik	0.20679273	0.53530777	0.8361717365440604	1.0
Epha4	0.2064199	0.0014097252	0.8364629249425686	1.0
Sema4b	0.2064199	0.2528123	0.8364629249425686	1.0
Pdp1	0.20617135	0.48573008	0.8366570629940717	1.0
Ap1m1	0.20579854	-0.10865766	0.836948288721366	1.0
Pf4	0.20567426	0.6836888	0.8370453689313988	1.0
Tug1	0.20554999	0.06963766	0.8371424516228394	1.0
Nlrp10	0.20505288	0.51708245	0.837530807173958	1.0
Ap1s3	0.2049286	0.42467698	0.8376279022508955	1.0
Rassf5	0.20468006	0.3846646	0.8378220998217043	1.0
Gabarapl1	0.20430724	0.058944557	0.8381134146987008	1.0
Leng1	0.20393442	0.16138117	0.8384047517661493	1.0
Epn2	0.20381014	0.0295758	0.8385018690464696	1.0
Tead3	0.20331304	0.17266722	0.8388903627519367	1.0
Glt28d2	0.20331304	0.2841725	0.8388903627519367	1.0
Fzd4	0.20231885	0.26012936	0.8396674678678523	1.0
AU022252	0.2020703	0.2429975	0.8398617686015747	1.0
Ccrl2	0.2020703	-0.09286469	0.8398617686015747	1.0
Gpr146	0.2015732	0.3531091	0.8402503993341303	1.0
